,reqnum,unitname,attnum,status
17206,2284,D00400419,1,0
17207,2284,D00400420,1,0
17208,2284,D00400421,1,0
17209,2284,D00400422,1,0
17210,2284,D00400423,1,0
17211,2284,D00400424,1,0
17212,2284,D00400425,1,0
17213,2284,D00400426,1,0
17214,2284,D00400427,1,0
17215,2284,D00400429,1,0
17216,2284,D00400430,1,0
17217,2284,D00400431,1,0
17218,2284,D00400432,1,0
17219,2284,D00400433,1,0
17220,2284,D00400434,1,0
17221,2284,D00400435,1,0
17222,2284,D00400436,1,0
17223,2284,D00400437,1,0
17224,2284,D00400438,1,0
17225,2284,D00400439,1,0
17226,2284,D00400440,1,0
17227,2284,D00400441,1,0
17228,2284,D00400442,1,0
17229,2284,D00400443,1,0
17230,2284,D00400444,1,0
17231,2284,D00400445,1,0
17232,2284,D00400446,1,0
17233,2284,D00400447,1,0
17234,2284,D00400448,1,0
17235,2284,D00400449,1,0
17236,2284,D00400450,1,0
17237,2284,D00400451,1,0
17238,2284,D00400452,1,0
17239,2284,D00400453,1,0
17240,2284,D00400454,1,0
17241,2284,D00400455,1,0
17242,2284,D00400456,1,0
17243,2284,D00400457,1,0
17244,2284,D00400458,1,0
17245,2284,D00400459,1,0
17246,2284,D00400460,1,0
17247,2284,D00400461,1,0
17248,2284,D00400462,1,0
17249,2284,D00400463,1,0
17250,2284,D00400464,1,0
17251,2284,D00400465,1,0
17252,2284,D00400466,1,0
17253,2284,D00400467,1,0
17254,2284,D00400468,1,0
17255,2284,D00400469,1,0
17256,2284,D00400470,1,0
17257,2284,D00400471,1,0
17258,2284,D00400472,1,0
17259,2284,D00400473,1,0
17260,2284,D00400474,1,0
17261,2284,D00400475,1,0
17262,2284,D00400737,1,0
17263,2284,D00400738,1,0
17264,2284,D00400739,1,0
17265,2284,D00400740,1,0
17266,2284,D00400741,1,0
17267,2284,D00400742,1,0
17268,2284,D00400743,1,0
17269,2284,D00400744,1,0
17270,2284,D00400745,1,0
17271,2284,D00400746,1,0
17272,2284,D00400747,1,0
17273,2284,D00400748,1,0
17274,2284,D00400749,1,0
17275,2284,D00400750,1,0
17276,2284,D00400751,1,0
17277,2284,D00400754,1,0
17278,2284,D00400755,1,0
17279,2284,D00400756,1,0
17280,2284,D00400757,1,0
17281,2284,D00400758,1,0
17282,2284,D00400759,1,0
17283,2284,D00400760,1,0
17284,2284,D00400761,1,0
17285,2284,D00400762,1,0
17286,2284,D00400763,1,0
17287,2284,D00400764,1,0
17288,2284,D00400765,1,0
17289,2284,D00400766,1,0
17290,2284,D00400767,1,0
17291,2284,D00400768,1,0
17292,2284,D00400769,1,0
17293,2284,D00400770,1,0
17294,2284,D00400771,1,0
17295,2284,D00400772,1,0
17296,2284,D00400775,1,0
17297,2284,D00400776,1,0
17298,2284,D00400777,1,0
17299,2284,D00400778,1,0
17300,2284,D00400781,1,0
17301,2284,D00400782,1,0
17302,2284,D00400783,1,0
17303,2284,D00400784,1,0
17304,2284,D00400785,1,0
17305,2284,D00400786,1,0
17306,2284,D00400787,1,0
17307,2284,D00400788,1,0
17308,2284,D00400789,1,0
17309,2284,D00400790,1,0
17310,2284,D00400791,1,0
17311,2284,D00400792,1,0
17312,2284,D00400793,1,0
17313,2284,D00400794,1,0
17314,2284,D00400795,1,0
17315,2284,D00400796,1,0
17316,2284,D00400797,1,0
17317,2284,D00400798,1,0
17318,2284,D00400799,1,0
17319,2284,D00400800,1,0
17320,2284,D00400801,1,0
17321,2284,D00400802,1,0
17322,2284,D00400803,1,0
17323,2284,D00400804,1,0
17324,2284,D00400805,1,0
17325,2284,D00400806,1,0
17326,2284,D00400807,1,0
17327,2284,D00400808,1,0
17328,2284,D00400809,1,0
17329,2284,D00400810,1,0
17330,2284,D00400811,1,0
17331,2284,D00400812,1,0
17332,2284,D00400813,1,0
17333,2284,D00400814,1,0
17334,2284,D00400815,1,0
17335,2284,D00400816,1,0
17336,2284,D00400817,1,0
17337,2284,D00400818,1,0
17338,2284,D00400819,1,0
17339,2284,D00400820,1,0
17340,2284,D00400821,1,0
17341,2284,D00400822,1,0
17342,2284,D00400823,1,0
17343,2284,D00400824,1,0
17344,2284,D00400825,1,0
17345,2284,D00400826,1,0
17346,2284,D00400827,1,0
17347,2284,D00400828,1,0
17348,2284,D00400829,1,0
17349,2284,D00400830,1,0
17350,2284,D00400831,1,0
17351,2284,D00400832,1,0
17352,2284,D00400833,1,0
17353,2284,D00400834,1,0
17354,2284,D00400835,1,0
17355,2284,D00400836,1,0
17356,2284,D00400837,1,0
17357,2284,D00400838,1,0
17358,2284,D00400839,1,0
17359,2284,D00400840,1,0
17360,2284,D00400841,1,0
17361,2284,D00400842,1,0
17362,2284,D00400843,1,0
17363,2284,D00400844,1,0
17364,2284,D00400845,1,0
17365,2284,D00400846,1,0
17366,2284,D00400847,1,0
17367,2284,D00400848,1,0
17368,2284,D00400849,1,0
17369,2284,D00400850,1,0
17370,2284,D00400851,1,0
17371,2284,D00400852,1,0
17372,2284,D00400853,1,0
17373,2284,D00400854,1,0
17374,2284,D00400855,1,0
17375,2284,D00400856,1,0
17376,2284,D00400857,1,0
17377,2284,D00401114,1,0
17378,2284,D00401115,1,0
17379,2284,D00401117,1,0
17380,2284,D00401118,1,0
17381,2284,D00401119,1,0
17382,2284,D00401120,1,0
17383,2284,D00401121,1,0
17384,2284,D00401123,1,0
17385,2284,D00401124,1,0
17386,2284,D00401125,1,0
17387,2284,D00401126,1,0
17388,2284,D00401127,1,0
17389,2284,D00401128,1,0
17390,2284,D00401129,1,0
17391,2284,D00401130,1,0
17392,2284,D00401131,1,0
17393,2284,D00401132,1,0
17394,2284,D00401133,1,0
17395,2284,D00401134,1,0
17396,2284,D00401135,1,0
17397,2284,D00401136,1,0
17398,2284,D00401137,1,0
17399,2284,D00401138,1,0
17400,2284,D00401139,1,0
17401,2284,D00401140,1,0
17402,2284,D00401141,1,0
17403,2284,D00401142,1,0
17404,2284,D00401143,1,0
17405,2284,D00401144,1,0
17406,2284,D00401145,1,0
17407,2284,D00401146,1,0
17408,2284,D00401147,1,0
17409,2284,D00401148,1,0
17410,2284,D00401149,1,0
17411,2284,D00401150,1,0
17412,2284,D00401151,1,0
17413,2284,D00401152,1,0
17414,2284,D00401153,1,0
17415,2284,D00401154,1,0
17416,2284,D00401155,1,0
17417,2284,D00401156,1,0
17418,2284,D00401157,1,0
17419,2284,D00401158,1,0
17420,2284,D00401159,1,0
17421,2284,D00401160,1,0
17422,2284,D00401161,1,0
17423,2284,D00401162,1,0
17424,2284,D00401163,1,0
17425,2284,D00401164,1,0
17426,2284,D00401165,1,0
17427,2284,D00401166,1,0
17428,2284,D00401167,1,0
17429,2284,D00401168,1,0
17430,2284,D00401169,1,0
17431,2284,D00401170,1,0
17432,2284,D00401171,1,0
17433,2284,D00401173,1,0
17434,2284,D00401174,1,0
17435,2284,D00401175,1,0
17436,2284,D00401176,1,0
17437,2284,D00401177,1,0
17438,2284,D00401178,1,0
17439,2284,D00401179,1,0
17440,2284,D00401180,1,0
17441,2284,D00401181,1,0
17442,2284,D00401182,1,0
17443,2284,D00401183,1,0
17444,2284,D00401184,1,0
17445,2284,D00401185,1,0
17446,2284,D00401186,1,0
17447,2284,D00401187,1,0
17448,2284,D00401188,1,0
17449,2284,D00401189,1,0
17450,2284,D00401190,1,0
17451,2284,D00401191,1,0
17452,2284,D00401192,1,0
17453,2284,D00401193,1,0
17454,2284,D00401194,1,0
17455,2284,D00401195,1,0
17456,2284,D00401196,1,0
17457,2284,D00401197,1,0
17458,2284,D00401198,1,0
17459,2284,D00401199,1,0
17460,2284,D00401200,1,0
17461,2284,D00401201,1,0
17462,2284,D00401202,1,0
17463,2284,D00401203,1,0
17464,2284,D00401204,1,0
17465,2284,D00401205,1,0
17466,2284,D00401206,1,0
17467,2284,D00401207,1,0
17468,2284,D00401208,1,0
17469,2284,D00401209,1,0
17470,2284,D00401210,1,0
17471,2284,D00401211,1,0
17472,2284,D00401212,1,0
17473,2284,D00401213,1,0
17474,2284,D00401214,1,0
17475,2284,D00401215,1,0
17476,2284,D00401216,1,0
17477,2284,D00401217,1,0
17478,2284,D00401218,1,0
17479,2284,D00401219,1,0
17480,2284,D00401220,1,0
17481,2284,D00401221,1,0
17482,2284,D00401222,1,0
17483,2284,D00401223,1,0
17484,2284,D00401224,1,0
17485,2284,D00401225,1,0
17486,2284,D00401226,1,0
17487,2284,D00401227,1,0
17488,2284,D00401228,1,0
17489,2284,D00401229,1,0
17490,2284,D00401230,1,0
17491,2284,D00401231,1,0
17492,2284,D00401232,1,0
17493,2284,D00401233,1,0
17494,2284,D00401234,1,0
17495,2284,D00401235,1,0
17496,2284,D00401236,1,0
17497,2284,D00401237,1,0
17498,2284,D00401238,1,0
17499,2284,D00401239,1,0
17500,2284,D00401240,1,0
17501,2284,D00401241,1,0
17502,2284,D00401243,1,0
17503,2284,D00401244,1,0
17504,2284,D00401245,1,0
17505,2284,D00401246,1,0
17506,2284,D00401510,1,0
17507,2284,D00401512,1,0
17508,2284,D00401513,1,0
17509,2284,D00401514,1,0
17510,2284,D00401515,1,0
17511,2284,D00401516,1,0
17512,2284,D00401517,1,0
17513,2284,D00401518,1,0
17514,2284,D00401519,1,0
17515,2284,D00401520,1,0
17516,2284,D00401521,1,0
17517,2284,D00401523,1,0
17518,2284,D00401524,1,0
17519,2284,D00401525,1,0
17520,2284,D00401526,1,0
17521,2284,D00401527,1,0
17522,2284,D00401528,1,0
17523,2284,D00401529,1,0
17524,2284,D00401530,1,0
17525,2284,D00401531,1,0
17526,2284,D00401532,1,0
17527,2284,D00401533,1,0
17528,2284,D00401534,1,0
17529,2284,D00401535,1,0
17530,2284,D00401536,1,0
17531,2284,D00401537,1,0
17532,2284,D00401538,1,0
17533,2284,D00401539,1,0
17534,2284,D00401540,1,0
17535,2284,D00401541,1,0
17536,2284,D00401542,1,0
17537,2284,D00401543,1,0
17538,2284,D00401547,1,0
17539,2284,D00401548,1,0
17540,2284,D00401549,1,0
17541,2284,D00401550,1,0
17542,2284,D00401551,1,0
17543,2284,D00401552,1,0
17544,2284,D00401553,1,0
17545,2284,D00401554,1,0
17546,2284,D00401555,1,0
17547,2284,D00401556,1,0
17548,2284,D00401557,1,0
17549,2284,D00401558,1,0
17550,2284,D00401559,1,0
17551,2284,D00401560,1,0
17552,2284,D00401561,1,0
17553,2284,D00401562,1,0
17554,2284,D00401564,1,0
17555,2284,D00401565,1,0
17556,2284,D00401566,1,0
17557,2284,D00401567,1,0
17558,2284,D00401568,1,0
17559,2284,D00401569,1,0
17560,2284,D00401570,1,0
17561,2284,D00401571,1,0
17562,2284,D00401572,1,0
17563,2284,D00401573,1,0
17564,2284,D00401574,1,0
17565,2284,D00401575,1,0
17566,2284,D00401576,1,0
17567,2284,D00401577,1,0
17568,2284,D00401578,1,0
17569,2284,D00401579,1,0
17570,2284,D00401580,1,0
17571,2284,D00401581,1,0
17572,2284,D00401582,1,0
17573,2284,D00401583,1,0
17574,2284,D00401584,1,0
17575,2284,D00401585,1,0
17576,2284,D00401586,1,0
17577,2284,D00401587,1,0
17578,2284,D00401588,1,0
17579,2284,D00401590,1,0
17580,2284,D00401591,1,0
17581,2284,D00401592,1,0
17582,2284,D00401593,1,0
17583,2284,D00401594,1,0
17584,2284,D00401847,1,0
17585,2284,D00401848,1,0
17586,2284,D00401849,1,0
17587,2284,D00401850,1,0
17588,2284,D00401851,1,0
17589,2284,D00401852,1,0
17590,2284,D00401853,1,0
17591,2284,D00401854,1,0
17592,2284,D00401855,1,0
17593,2284,D00401856,1,0
17594,2284,D00401857,1,0
17595,2284,D00401858,1,0
17596,2284,D00401859,1,0
17597,2284,D00401860,1,0
17598,2284,D00401861,1,0
17599,2284,D00401862,1,0
17600,2284,D00401864,1,0
17601,2284,D00401865,1,0
17602,2284,D00401866,1,0
17603,2284,D00401867,1,0
17604,2284,D00401868,1,0
17605,2284,D00401869,1,0
17606,2284,D00401871,1,0
17607,2284,D00401872,1,0
17608,2284,D00401873,1,0
17609,2284,D00401874,1,0
17610,2284,D00401875,1,0
17611,2284,D00401876,1,0
17612,2284,D00401877,1,0
17613,2284,D00401878,1,0
17614,2284,D00401879,1,0
17615,2284,D00401880,1,0
17616,2284,D00401882,1,0
17617,2284,D00401883,1,0
17618,2284,D00401884,1,0
17619,2284,D00401885,1,0
17620,2284,D00401886,1,0
17621,2284,D00401887,1,0
17622,2284,D00401888,1,0
17623,2284,D00401889,1,0
17624,2284,D00401890,1,0
17625,2284,D00401891,1,0
17626,2284,D00401892,1,0
17627,2284,D00401893,1,0
17628,2284,D00401894,1,0
17629,2284,D00401895,1,0
17630,2284,D00401896,1,0
17631,2284,D00401897,1,0
17632,2284,D00401898,1,0
17633,2284,D00401899,1,0
17634,2284,D00401900,1,0
17635,2284,D00401901,1,0
17636,2284,D00401902,1,0
17637,2284,D00401903,1,0
17638,2284,D00401904,1,0
17639,2284,D00401905,1,0
17640,2284,D00401906,1,0
17641,2284,D00401907,1,0
17642,2284,D00401908,1,0
17643,2284,D00401910,1,0
17644,2284,D00401911,1,0
17645,2284,D00401912,1,0
17646,2284,D00401913,1,0
17647,2284,D00401914,1,0
17648,2284,D00401915,1,0
17649,2284,D00401916,1,0
17650,2284,D00401917,1,0
17651,2284,D00401918,1,0
17652,2284,D00401919,1,0
17653,2284,D00401920,1,0
17654,2284,D00401921,1,0
17655,2284,D00401922,1,0
17656,2284,D00401923,1,0
17657,2284,D00401924,1,0
17658,2284,D00401925,1,0
17659,2284,D00401926,1,0
17660,2284,D00401927,1,0
17661,2284,D00401928,1,0
17662,2284,D00401929,1,0
17663,2284,D00401930,1,0
17664,2284,D00401931,1,0
17665,2284,D00401932,1,0
17666,2284,D00401933,1,0
17667,2284,D00401934,1,0
17668,2284,D00401935,1,0
17669,2284,D00401936,1,0
17670,2284,D00401937,1,0
17671,2284,D00401938,1,0
17672,2284,D00401939,1,0
17673,2284,D00401940,1,0
17674,2284,D00401941,1,0
17675,2284,D00401942,1,0
17676,2284,D00401943,1,0
17677,2284,D00401944,1,0
17678,2284,D00401945,1,0
17679,2284,D00401946,1,0
17680,2284,D00402219,1,0
17681,2284,D00402220,1,0
17682,2284,D00402221,1,0
17683,2284,D00402222,1,0
17684,2284,D00402223,1,0
17685,2284,D00402224,1,0
17686,2284,D00402225,1,0
17687,2284,D00402226,1,0
17688,2284,D00402227,1,0
17689,2284,D00402228,1,0
17690,2284,D00402229,1,0
17691,2284,D00402230,1,0
17692,2284,D00402231,1,0
17693,2284,D00402232,1,0
17694,2284,D00402233,1,0
17695,2284,D00402234,1,0
17696,2284,D00402235,1,0
17697,2284,D00402237,1,0
17698,2284,D00402238,1,0
17699,2284,D00402240,1,0
17700,2284,D00402241,1,0
17701,2284,D00402242,1,0
17702,2284,D00402243,1,0
17703,2284,D00402244,1,0
17704,2284,D00402245,1,0
17705,2284,D00402246,1,0
17706,2284,D00402247,1,0
17707,2284,D00402248,1,0
17708,2284,D00402249,1,0
17709,2284,D00402250,1,0
17710,2284,D00402251,1,0
17711,2284,D00402252,1,0
17712,2284,D00402253,1,0
17713,2284,D00402254,1,0
17714,2284,D00402255,1,0
17715,2284,D00402256,1,0
17716,2284,D00402257,1,0
17717,2284,D00402258,1,0
17718,2284,D00402259,1,0
17719,2284,D00402260,1,0
17720,2284,D00402261,1,0
17721,2284,D00402262,1,0
17722,2284,D00402263,1,0
17723,2284,D00402264,1,0
17724,2284,D00402265,1,0
17725,2284,D00402266,1,0
17726,2284,D00402267,1,0
17727,2284,D00402268,1,0
17728,2284,D00402269,1,0
17729,2284,D00402270,1,0
17730,2284,D00402271,1,0
17731,2284,D00402272,1,0
17732,2284,D00402273,1,0
17733,2284,D00402274,1,0
17734,2284,D00402275,1,0
17735,2284,D00402276,1,0
17736,2284,D00402277,1,0
17737,2284,D00402278,1,0
17738,2284,D00402279,1,0
17739,2284,D00402280,1,0
17740,2284,D00402281,1,0
17741,2284,D00402282,1,0
17742,2284,D00402283,1,0
17743,2284,D00402284,1,0
17744,2284,D00402285,1,0
17745,2284,D00402286,1,0
17746,2284,D00402287,1,0
17747,2284,D00402288,1,0
17748,2284,D00402289,1,0
17749,2284,D00402290,1,0
17750,2284,D00402291,1,0
17751,2284,D00402292,1,0
17752,2284,D00402293,1,0
17753,2284,D00402294,1,0
17754,2284,D00402295,1,0
17755,2284,D00402296,1,0
17756,2284,D00402297,1,0
17757,2284,D00402298,1,0
17758,2284,D00402299,1,0
17759,2284,D00402300,1,0
17760,2284,D00402301,1,0
17761,2284,D00402302,1,0
17762,2284,D00402304,1,0
17763,2284,D00402305,1,0
17764,2284,D00402306,1,0
17765,2284,D00402307,1,0
17766,2284,D00402309,1,0
17767,2284,D00402310,1,0
17768,2284,D00402311,1,0
17769,2284,D00402312,1,0
17770,2284,D00402313,1,0
17771,2284,D00402314,1,0
17772,2284,D00402315,1,0
17773,2284,D00402316,1,0
17774,2284,D00402318,1,0
17775,2284,D00402319,1,0
17776,2284,D00402320,1,0
17777,2284,D00402321,1,0
17778,2284,D00402322,1,0
17779,2284,D00402323,1,0
17780,2284,D00402324,1,0
17781,2284,D00402325,1,0
17782,2284,D00402326,1,0
17783,2284,D00402327,1,0
17784,2284,D00402328,1,0
17785,2284,D00402329,1,0
17786,2284,D00402330,1,0
17787,2284,D00402331,1,0
17788,2284,D00402332,1,0
17789,2284,D00402333,1,0
17790,2284,D00402334,1,0
17791,2284,D00402335,1,0
17792,2284,D00402336,1,0
17793,2284,D00402337,1,0
17794,2284,D00402338,1,0
17795,2284,D00402339,1,0
17796,2284,D00402340,1,0
17797,2284,D00402341,1,0
17798,2284,D00402342,1,0
17799,2284,D00402343,1,0
17800,2284,D00402344,1,0
17801,2284,D00402345,1,0
17802,2284,D00402346,1,0
17803,2284,D00402347,1,0
17804,2284,D00402348,1,0
17805,2284,D00402349,1,0
17806,2284,D00402350,1,0
17807,2284,D00402351,1,0
17808,2284,D00402352,1,0
17809,2284,D00402353,1,0
17810,2284,D00402616,1,0
17811,2284,D00402617,1,0
17812,2284,D00402618,1,0
17813,2284,D00402619,1,0
17814,2284,D00402620,1,0
17815,2284,D00402621,1,0
17816,2284,D00402622,1,0
17817,2284,D00402623,1,0
17818,2284,D00402624,1,0
17819,2284,D00402625,1,0
17820,2284,D00402626,1,0
17821,2284,D00402627,1,0
17822,2284,D00402628,1,0
17823,2284,D00402629,1,0
17824,2284,D00402630,1,0
17825,2284,D00402631,1,0
17826,2284,D00402632,1,0
17827,2284,D00402633,1,0
17828,2284,D00402634,1,0
17829,2284,D00402635,1,0
17830,2284,D00402636,1,0
17831,2284,D00402637,1,0
17832,2284,D00402639,1,0
17833,2284,D00402640,1,0
17834,2284,D00402641,1,0
17835,2284,D00402642,1,0
17836,2284,D00402643,1,0
17837,2284,D00402644,1,0
17838,2284,D00402645,1,0
17839,2284,D00402646,1,0
17840,2284,D00402647,1,0
17841,2284,D00402648,1,0
17842,2284,D00402649,1,0
17843,2284,D00402651,1,0
17844,2284,D00402652,1,0
17845,2284,D00402653,1,0
17846,2284,D00402654,1,0
17847,2284,D00402655,1,0
17848,2284,D00402656,1,0
17849,2284,D00402657,1,0
17850,2284,D00402658,1,0
17851,2284,D00402659,1,0
17852,2284,D00402660,1,0
17853,2284,D00402661,1,0
17854,2284,D00402662,1,0
17855,2284,D00402663,1,0
17856,2284,D00402664,1,0
17857,2284,D00402665,1,0
17858,2284,D00402666,1,0
17859,2284,D00402667,1,0
17860,2284,D00402668,1,0
17861,2284,D00402669,1,0
17862,2284,D00402670,1,0
17863,2284,D00402671,1,0
17864,2284,D00402672,1,0
17865,2284,D00402673,1,0
17866,2284,D00402677,1,0
17867,2284,D00402678,1,0
17868,2284,D00402679,1,0
17869,2284,D00402680,1,0
17870,2284,D00402681,1,0
17871,2284,D00402682,1,0
17872,2284,D00402683,1,0
17873,2284,D00402684,1,0
17874,2284,D00402685,1,0
17875,2284,D00402686,1,0
17876,2284,D00402687,1,0
17877,2284,D00402688,1,0
17878,2284,D00402689,1,0
17879,2284,D00402690,1,0
17880,2284,D00402691,1,0
17881,2284,D00402692,1,0
17882,2284,D00402693,1,0
17883,2284,D00402694,1,0
17884,2284,D00402695,1,0
17885,2284,D00402696,1,0
17886,2284,D00402697,1,0
17887,2284,D00402698,1,0
17888,2284,D00402699,1,0
17889,2284,D00402700,1,0
17890,2284,D00402703,1,0
17891,2284,D00402704,1,0
17892,2284,D00402705,1,0
17893,2284,D00402706,1,0
17894,2284,D00402707,1,0
17895,2284,D00402708,1,0
17896,2284,D00402709,1,0
17897,2284,D00402710,1,0
17898,2284,D00402981,1,0
17899,2284,D00402982,1,0
17900,2284,D00402983,1,0
17901,2284,D00402984,1,0
17902,2284,D00402985,1,0
17903,2284,D00402986,1,0
17904,2284,D00402987,1,0
17905,2284,D00402988,1,0
17906,2284,D00402989,1,0
17907,2284,D00402990,1,0
17908,2284,D00402991,1,0
17909,2284,D00402992,1,0
17910,2284,D00402994,1,0
17911,2284,D00402995,1,0
17912,2284,D00402996,1,0
17913,2284,D00402997,1,0
17914,2284,D00402998,1,0
17915,2284,D00402999,1,0
17916,2284,D00403000,1,0
17917,2284,D00403001,1,0
17918,2284,D00403002,1,0
17919,2284,D00403003,1,0
17920,2284,D00403004,1,0
17921,2284,D00403005,1,0
17922,2284,D00403006,1,0
17923,2284,D00403007,1,0
17924,2284,D00403008,1,0
17925,2284,D00403009,1,0
17926,2284,D00403010,1,0
17927,2284,D00403011,1,0
17928,2284,D00403012,1,0
17929,2284,D00403013,1,0
17930,2284,D00403014,1,0
17931,2284,D00403015,1,0
17932,2284,D00403016,1,0
17933,2284,D00403017,1,0
17934,2284,D00403018,1,0
17935,2284,D00403019,1,0
17936,2284,D00403020,1,0
17937,2284,D00403021,1,0
17938,2284,D00403022,1,0
17939,2284,D00403023,1,0
17940,2284,D00403024,1,0
17941,2284,D00403025,1,0
17942,2284,D00403026,1,0
17943,2284,D00403027,1,0
17944,2284,D00403028,1,0
17945,2284,D00403029,1,0
17946,2284,D00403030,1,0
17947,2284,D00403031,1,0
17948,2284,D00403032,1,0
17949,2284,D00403033,1,0
17950,2284,D00403034,1,0
17951,2284,D00403035,1,0
17952,2284,D00403036,1,0
17953,2284,D00403037,1,0
17954,2284,D00403038,1,0
17955,2284,D00403039,1,0
17956,2284,D00403040,1,0
17957,2284,D00403041,1,0
17958,2284,D00403042,1,0
17959,2284,D00403043,1,0
17960,2284,D00403044,1,0
17961,2284,D00403045,1,0
17962,2284,D00403046,1,0
17963,2284,D00403047,1,0
17964,2284,D00403048,1,0
17965,2284,D00403049,1,0
17966,2284,D00403050,1,0
17967,2284,D00403051,1,0
17968,2284,D00403052,1,0
17969,2284,D00403053,1,0
17970,2284,D00403054,1,0
17971,2284,D00403055,1,0
17972,2284,D00403056,1,0
17973,2284,D00403057,1,0
17974,2284,D00403058,1,0
17975,2284,D00403059,1,0
17976,2284,D00403060,1,0
17977,2284,D00403061,1,0
17978,2284,D00403062,1,0
17979,2284,D00403063,1,0
17980,2284,D00403064,1,0
17981,2284,D00403065,1,0
17982,2284,D00403066,1,0
17983,2284,D00403067,1,0
17984,2284,D00403068,1,0
17985,2284,D00403069,1,0
17986,2284,D00403070,1,0
17987,2284,D00403071,1,0
17988,2284,D00403072,1,0
17989,2284,D00403073,1,0
17990,2284,D00403074,1,0
17991,2284,D00403075,1,0
17992,2284,D00403076,1,0
17993,2284,D00403077,1,0
17994,2284,D00403078,1,0
17995,2284,D00403079,1,0
17996,2284,D00403080,1,0
17997,2284,D00403081,1,0
17998,2284,D00403082,1,0
17999,2284,D00403083,1,0
18000,2284,D00403084,1,0
18001,2284,D00403085,1,0
18002,2284,D00403086,1,0
18003,2284,D00403087,1,0
18004,2284,D00403088,1,0
18005,2284,D00403089,1,0
18006,2284,D00403090,1,0
18007,2284,D00403091,1,0
18008,2284,D00403092,1,0
18009,2284,D00403093,1,0
18010,2284,D00403094,1,0
18011,2284,D00403095,1,0
18012,2284,D00403097,1,0
18013,2284,D00403098,1,0
18014,2284,D00403099,1,0
18015,2284,D00403100,1,0
18016,2284,D00403101,1,0
18017,2284,D00403102,1,0
18018,2284,D00403103,1,0
18019,2284,D00403104,1,0
18020,2284,D00403105,1,0
18021,2284,D00403106,1,0
18022,2284,D00403107,1,0
18023,2284,D00403108,1,0
18024,2284,D00403109,1,0
18025,2284,D00403110,1,0
18026,2284,D00403111,1,0
18027,2284,D00403112,1,0
18028,2284,D00403113,1,0
18029,2284,D00403114,1,0
18030,2284,D00403369,1,0
18031,2284,D00403370,1,0
18032,2284,D00403371,1,0
18033,2284,D00403372,1,0
18034,2284,D00403373,1,0
18035,2284,D00403374,1,0
18036,2284,D00403376,1,0
18037,2284,D00403377,1,0
18038,2284,D00403378,1,0
18039,2284,D00403379,1,0
18040,2284,D00403380,1,0
18041,2284,D00403381,1,0
18042,2284,D00403382,1,0
18043,2284,D00403383,1,0
18044,2284,D00403386,1,0
18045,2284,D00403387,1,0
18046,2284,D00403388,1,0
18047,2284,D00403389,1,0
18048,2284,D00403390,1,0
18049,2284,D00403391,1,0
18050,2284,D00403392,1,0
18051,2284,D00403393,1,0
18052,2284,D00403394,1,0
18053,2284,D00403395,1,0
18054,2284,D00403396,1,0
18055,2284,D00403397,1,0
18056,2284,D00403398,1,0
18057,2284,D00403399,1,0
18058,2284,D00403401,1,0
18059,2284,D00403402,1,0
18060,2284,D00403403,1,0
18061,2284,D00403404,1,0
18062,2284,D00403405,1,0
18063,2284,D00403406,1,0
18064,2284,D00403407,1,0
18065,2284,D00403408,1,0
18066,2284,D00403409,1,0
18067,2284,D00403410,1,0
18068,2284,D00403411,1,0
18069,2284,D00403412,1,0
18070,2284,D00403413,1,0
18071,2284,D00403414,1,0
18072,2284,D00403415,1,0
18073,2284,D00403416,1,0
18074,2284,D00403417,1,0
18075,2284,D00403418,1,0
18076,2284,D00403419,1,0
18077,2284,D00403420,1,0
18078,2284,D00403421,1,0
18079,2284,D00403422,1,0
18080,2284,D00403423,1,0
18081,2284,D00403424,1,0
18082,2284,D00403425,1,0
18083,2284,D00403426,1,0
18084,2284,D00403427,1,0
18085,2284,D00403428,1,0
18086,2284,D00403429,1,0
18087,2284,D00403430,1,0
18088,2284,D00403431,1,0
18089,2284,D00403432,1,0
18090,2284,D00403434,1,0
18091,2284,D00403435,1,0
18092,2284,D00403436,1,0
18093,2284,D00403437,1,0
18094,2284,D00403438,1,0
18095,2284,D00403439,1,0
18096,2284,D00403440,1,0
18097,2284,D00403441,1,0
18098,2284,D00403442,1,0
18099,2284,D00403443,1,0
18100,2284,D00403444,1,0
18101,2284,D00403445,1,0
18102,2284,D00403446,1,0
18103,2284,D00403447,1,0
18104,2284,D00403448,1,0
18105,2284,D00403449,1,0
18106,2284,D00403450,1,0
18107,2284,D00403451,1,0
18108,2284,D00403452,1,0
18109,2284,D00403453,1,0
18110,2284,D00403454,1,0
18111,2284,D00403455,1,0
18112,2284,D00403456,1,0
18113,2284,D00403457,1,0
18114,2284,D00403458,1,0
18115,2284,D00403459,1,0
18116,2284,D00403460,1,0
18117,2284,D00403461,1,0
18118,2284,D00403462,1,0
18119,2284,D00403463,1,0
18120,2284,D00403464,1,0
18121,2284,D00403465,1,0
18122,2284,D00403466,1,0
18123,2284,D00403467,1,0
18124,2284,D00403468,1,0
18125,2284,D00403469,1,0
18126,2284,D00403470,1,0
18127,2284,D00403471,1,0
18128,2284,D00403472,1,0
18129,2284,D00403473,1,0
18130,2284,D00403474,1,0
18131,2284,D00403475,1,0
18132,2284,D00403476,1,0
18133,2284,D00403477,1,0
18134,2284,D00403478,1,0
18135,2284,D00403479,1,0
18136,2284,D00403480,1,0
18137,2284,D00403481,1,0
